cart_value,session_duration,repeat_user,checkout_attempts,product_category,time_of_day,purchase_completed
5477.04,2.8,True,1,Toys,Evening,False
976.46,26.566666666666666,False,1,Toys,Night,False
1189.3600000000001,20.7,True,1,Food,Night,True
324.34,21.783333333333335,False,0,Apparel,Morning,False
4015.2,28.116666666666667,True,1,Books,Evening,False
1504.08,14.816666666666666,True,1,Books,Morning,False
2986.44,20.183333333333334,False,1,Beauty,Evening,False
1405.74,8.466666666666667,False,0,Beauty,Evening,False
228.95,20.383333333333333,False,1,Electronics,Morning,False
2036.84,21.933333333333334,False,1,Electronics,Morning,False
1633.5,24.266666666666666,True,1,Electronics,Evening,False
3574.0499999999997,26.333333333333332,False,0,Books,Afternoon,False
6784.98,6.866666666666666,True,1,Food,Night,True
1122.05,22.05,True,1,Food,Morning,True
6488.2,3.316666666666667,False,0,Home,Night,False
2490.48,25.683333333333334,False,1,Beauty,Afternoon,False
755.24,12.233333333333333,False,1,Sports,Afternoon,True
3827.6,29.066666666666666,True,0,Electronics,Afternoon,False
906.54,22.716666666666665,True,1,Sports,Morning,False
766.88,2.9833333333333334,False,1,Electronics,Afternoon,False
3858.1099999999997,10.616666666666667,False,1,Sports,Morning,True
1845.8899999999999,22.0,True,1,Sports,Afternoon,True
1001.55,14.816666666666666,False,0,Food,Night,False
615.24,28.95,False,0,Books,Night,False
1148.23,11.45,False,1,Beauty,Evening,False
1761.06,28.35,False,1,Food,Night,False
480.44,15.466666666666667,True,0,Apparel,Evening,False
717.73,20.716666666666665,True,0,Beauty,Night,False
12610.0,26.35,False,1,Home,Morning,True
1403.91,18.133333333333333,False,1,Food,Night,False
2311.12,0.55,True,1,Food,Evening,False
800.76,29.45,False,1,Apparel,Evening,False
389.88,27.05,True,1,Electronics,Afternoon,False
3789.78,22.383333333333333,True,1,Home,Morning,False
11142.64,5.033333333333333,True,1,Toys,Night,True
2433.06,27.766666666666666,False,1,Food,Afternoon,False
801.81,4.0,True,0,Books,Night,False
1611.66,11.283333333333333,False,1,Books,Night,False
2854.92,29.666666666666668,True,1,Electronics,Afternoon,False
326.38,3.3,True,1,Electronics,Afternoon,False
3897.7799999999997,17.1,True,1,Food,Afternoon,False
2631.96,26.5,False,0,Home,Afternoon,False
712.19,10.466666666666667,True,1,Electronics,Afternoon,False
7489.32,16.383333333333333,True,1,Home,Night,False
850.72,24.55,False,1,Books,Afternoon,False
412.72,11.033333333333333,True,1,Apparel,Morning,False
988.76,15.1,True,1,Electronics,Evening,False
5566.41,1.9,True,1,Home,Afternoon,False
5247.72,28.35,False,1,Food,Afternoon,False
3382.72,21.066666666666666,True,1,Food,Night,False
466.08000000000004,29.566666666666666,False,1,Electronics,Afternoon,False
1592.82,16.883333333333333,True,1,Beauty,Afternoon,True
3469.74,7.85,True,1,Food,Afternoon,False
2587.48,16.9,False,0,Apparel,Night,False
1211.22,28.3,True,1,Electronics,Afternoon,False
1649.5500000000002,29.55,True,1,Electronics,Evening,False
2578.72,2.1166666666666667,False,1,Food,Night,False
1205.13,16.95,False,1,Toys,Evening,True
4472.13,18.366666666666667,True,0,Beauty,Night,False
692.1,18.516666666666666,True,1,Apparel,Afternoon,False
1335.51,13.766666666666667,False,1,Sports,Evening,False
893.6999999999999,10.016666666666667,True,0,Electronics,Night,False
1168.82,19.316666666666666,False,0,Beauty,Morning,False
1302.98,14.25,False,1,Electronics,Afternoon,True
1008.7,7.816666666666666,True,0,Books,Night,False
830.04,17.233333333333334,False,1,Food,Morning,True
2699.24,26.25,True,1,Beauty,Night,True
2317.71,2.7666666666666666,False,1,Food,Morning,False
217.59,16.533333333333335,False,1,Books,Afternoon,False
1220.49,28.983333333333334,True,1,Toys,Evening,True
2611.4,29.266666666666666,False,0,Toys,Morning,False
7857.84,18.35,True,1,Beauty,Night,True
3330.24,19.683333333333334,True,0,Home,Afternoon,False
1910.48,17.816666666666666,True,0,Home,Morning,False
839.98,10.883333333333333,True,1,Apparel,Night,True
3925.36,27.416666666666668,True,1,Home,Night,False
204.24,8.8,False,1,Sports,Night,False
237.08,7.416666666666667,True,1,Food,Morning,False
1448.3700000000001,15.05,False,0,Electronics,Morning,False
359.54999999999995,6.616666666666666,True,1,Sports,Morning,False
1062.77,12.466666666666667,True,1,Apparel,Evening,True
267.55,28.4,False,1,Apparel,Morning,True
4782.87,16.45,True,0,Home,Morning,False
806.6,29.816666666666666,False,1,Food,Morning,False
2850.78,5.5,True,1,Home,Evening,False
7688.0,6.2,False,1,Toys,Morning,False
758.28,1.75,False,0,Apparel,Night,False
8932.76,21.616666666666667,True,1,Beauty,Morning,True
578.36,27.966666666666665,True,0,Sports,Night,False
1427.72,21.416666666666668,True,0,Books,Night,False
1886.76,12.583333333333334,True,1,Home,Night,True
166.95,12.616666666666667,True,1,Sports,Evening,False
6621.24,10.266666666666667,True,1,Toys,Evening,True
652.74,3.1166666666666667,True,0,Electronics,Evening,False
273.63,5.983333333333333,False,1,Sports,Morning,False
3912.64,13.316666666666666,True,1,Home,Night,False
855.6299999999999,25.733333333333334,False,1,Sports,Evening,False
64.08,0.9166666666666666,True,0,Sports,Evening,False
652.34,20.066666666666666,True,0,Toys,Morning,False
4203.0599999999995,9.15,True,1,Home,Evening,False
1652.6399999999999,10.616666666666667,True,1,Electronics,Morning,True
3593.91,21.166666666666668,True,1,Beauty,Afternoon,False
5015.4,15.516666666666667,False,1,Food,Evening,True
2782.38,27.85,True,1,Toys,Afternoon,False
1183.72,14.0,False,1,Apparel,Morning,True
10272.72,11.15,False,1,Toys,Night,True
147.88,0.9,False,0,Apparel,Evening,False
2284.11,12.75,True,1,Beauty,Morning,False
812.28,12.516666666666667,True,0,Apparel,Night,False
7508.9400000000005,3.15,True,1,Toys,Night,True
591.09,19.316666666666666,False,0,Books,Afternoon,False
1221.64,17.6,False,0,Sports,Morning,False
1182.3000000000002,11.966666666666667,False,0,Sports,Night,False
1124.04,0.5,False,1,Books,Evening,False
1375.8899999999999,28.166666666666668,True,0,Apparel,Evening,False
1898.8500000000001,14.833333333333334,False,0,Food,Afternoon,False
1468.47,12.05,False,1,Apparel,Night,False
456.74,16.766666666666666,True,0,Food,Morning,False
5945.469999999999,29.2,True,1,Toys,Evening,True
486.38,27.35,True,1,Sports,Night,False
455.57,10.983333333333333,False,0,Sports,Night,False
1490.58,28.233333333333334,True,0,Apparel,Afternoon,False
1939.83,3.3666666666666667,False,0,Apparel,Evening,False
3651.7,7.683333333333334,True,1,Books,Evening,True
5045.7300000000005,0.31666666666666665,True,0,Toys,Morning,False
6147.4,21.966666666666665,False,1,Home,Evening,True
960.12,17.85,False,1,Beauty,Morning,False
3404.46,21.066666666666666,False,0,Home,Evening,False
888.19,21.366666666666667,False,0,Home,Afternoon,False
1561.2599999999998,1.6333333333333333,False,1,Beauty,Evening,False
947.25,15.3,False,0,Apparel,Morning,False
783.46,20.916666666666668,False,1,Food,Morning,False
536.34,2.4833333333333334,False,0,Electronics,Afternoon,False
1077.48,21.516666666666666,False,0,Sports,Evening,False
2015.4900000000002,2.75,False,1,Home,Evening,False
1506.66,22.45,False,1,Beauty,Afternoon,False
1087.34,16.233333333333334,True,0,Electronics,Evening,False
2034.68,13.783333333333333,False,0,Books,Evening,False
1779.48,29.783333333333335,False,0,Toys,Morning,False
561.28,13.1,True,0,Toys,Evening,False
191.56,4.116666666666666,False,1,Sports,Evening,False
1331.01,12.633333333333333,False,0,Apparel,Afternoon,False
7165.6,4.333333333333333,True,1,Food,Afternoon,False
753.6,22.566666666666666,False,0,Electronics,Night,False
510.82,5.866666666666666,True,1,Books,Morning,False
298.03,0.7166666666666667,True,0,Electronics,Evening,False
951.03,24.483333333333334,True,1,Sports,Evening,False
1625.79,5.1,True,1,Food,Night,True
1833.78,23.1,False,1,Toys,Evening,False
3906.24,26.666666666666668,False,1,Books,Morning,False
666.94,7.016666666666667,False,1,Apparel,Night,False
2372.88,25.533333333333335,False,1,Beauty,Morning,False
243.59,7.1,True,1,Sports,Night,False
2772.5,24.933333333333334,True,1,Beauty,Night,False
1064.4,18.35,False,0,Electronics,Afternoon,False
1980.5099999999998,2.683333333333333,True,1,Electronics,Morning,False
1916.56,24.75,False,0,Beauty,Evening,False
3566.88,28.866666666666667,True,1,Food,Evening,False
521.73,2.25,False,0,Electronics,Morning,False
3904.56,3.5833333333333335,True,1,Home,Evening,False
1401.08,13.45,True,0,Books,Evening,False
2548.83,25.183333333333334,True,1,Toys,Morning,True
1086.95,29.866666666666667,True,0,Toys,Night,False
330.73,7.916666666666667,True,1,Books,Morning,False
666.72,24.366666666666667,True,0,Books,Night,False
4170.299999999999,7.933333333333334,True,0,Toys,Evening,False
385.29,1.8833333333333333,False,0,Apparel,Evening,False
2027.6100000000001,20.216666666666665,True,0,Apparel,Evening,False
739.72,20.916666666666668,True,1,Toys,Afternoon,False
13870.58,15.9,False,1,Toys,Night,True
2276.08,29.466666666666665,False,0,Home,Afternoon,False
2515.96,0.5333333333333333,False,1,Apparel,Afternoon,False
4544.96,14.216666666666667,False,1,Toys,Morning,False
1076.93,3.3,True,1,Toys,Afternoon,False
11180.740000000002,29.333333333333332,True,1,Home,Morning,True
2099.57,5.783333333333333,False,1,Apparel,Morning,True
1527.78,24.233333333333334,True,0,Books,Afternoon,False
5667.99,27.566666666666666,False,0,Toys,Night,False
2976.81,1.1333333333333333,True,0,Home,Night,False
312.51,12.016666666666667,True,0,Sports,Night,False
3018.66,17.266666666666666,False,1,Beauty,Night,True
3320.94,7.4,False,1,Toys,Night,False
5985.610000000001,17.45,True,1,Books,Afternoon,True
886.9,6.516666666666667,True,1,Electronics,Afternoon,False
4609.74,23.083333333333332,False,1,Home,Evening,True
2929.7,5.183333333333334,True,0,Beauty,Night,False
566.88,29.416666666666668,False,0,Beauty,Afternoon,False
14457.02,28.5,True,1,Home,Evening,True
1941.97,22.333333333333332,True,1,Home,Night,False
947.09,2.683333333333333,False,1,Home,Morning,False
3124.92,1.45,True,1,Apparel,Evening,True
2074.75,16.083333333333332,True,1,Apparel,Afternoon,True
699.03,7.25,False,1,Food,Morning,False
5218.12,19.283333333333335,True,1,Food,Morning,True
866.56,2.5166666666666666,False,1,Beauty,Morning,False
1341.88,6.033333333333333,False,1,Beauty,Evening,False
981.48,23.616666666666667,True,0,Apparel,Afternoon,False
1695.56,4.8,True,1,Food,Morning,False
3562.04,17.883333333333333,False,1,Electronics,Night,True
399.6,14.616666666666667,True,1,Sports,Morning,True
661.8,9.033333333333333,True,1,Sports,Morning,False
1406.16,28.766666666666666,True,1,Beauty,Evening,False
662.39,8.016666666666667,False,1,Apparel,Evening,False
2626.16,27.016666666666666,True,1,Electronics,Afternoon,False
3869.52,13.116666666666667,True,1,Food,Night,True
868.98,9.25,True,1,Sports,Evening,True
1648.84,29.316666666666666,False,0,Beauty,Morning,False
594.95,8.6,True,0,Beauty,Afternoon,False
1383.33,27.95,False,1,Beauty,Morning,False
1875.62,25.816666666666666,True,1,Beauty,Morning,False
3466.24,7.05,False,0,Home,Evening,False
2630.2,7.116666666666666,True,1,Electronics,Afternoon,True
464.37,29.133333333333333,True,0,Sports,Night,False
1528.66,27.783333333333335,True,1,Toys,Night,False
1043.9,23.05,False,1,Books,Evening,True
3695.32,0.31666666666666665,True,1,Books,Evening,False
1381.8600000000001,2.033333333333333,False,1,Electronics,Afternoon,False
1586.25,4.683333333333334,False,0,Toys,Night,False
161.91,13.25,True,0,Books,Night,False
3451.32,11.166666666666666,True,1,Home,Night,False
766.94,16.65,True,1,Food,Morning,False
763.3,9.033333333333333,False,1,Beauty,Night,False
833.72,1.05,True,1,Electronics,Morning,False
2420.61,15.4,False,0,Electronics,Afternoon,False
2144.42,20.083333333333332,False,0,Beauty,Morning,False
1288.17,26.65,True,0,Home,Afternoon,False
4406.24,7.0,True,1,Books,Night,True
869.5,4.833333333333333,False,0,Beauty,Night,False
587.3800000000001,13.516666666666667,True,1,Books,Afternoon,True
1489.48,16.366666666666667,False,0,Books,Evening,False
1076.35,14.35,False,0,Books,Afternoon,False
3961.56,0.45,True,1,Books,Evening,False
4490.16,15.4,False,1,Books,Morning,False
3505.74,13.75,False,1,Beauty,Morning,False
1615.17,2.4833333333333334,False,0,Food,Morning,False
2729.76,15.083333333333334,True,0,Apparel,Night,False
1248.03,9.233333333333333,False,1,Sports,Morning,False
403.5,9.333333333333334,False,1,Sports,Evening,False
4888.56,21.05,True,1,Food,Morning,False
1640.56,15.1,True,1,Electronics,Afternoon,False
481.02,17.016666666666666,False,0,Sports,Afternoon,False
793.44,2.7333333333333334,True,0,Toys,Night,False
101.19,0.45,True,1,Apparel,Afternoon,False
3153.46,25.35,True,0,Toys,Evening,False
277.56,28.916666666666668,False,1,Sports,Morning,False
562.67,16.2,False,0,Apparel,Night,False
5333.88,12.6,False,1,Toys,Morning,False
918.4,27.266666666666666,True,1,Books,Morning,False
455.04,12.783333333333333,False,1,Apparel,Evening,False
2846.61,8.4,False,1,Home,Afternoon,False
3390.02,29.183333333333334,False,1,Home,Afternoon,False
2493.42,17.45,False,0,Electronics,Morning,False
2191.48,0.23333333333333334,False,1,Home,Night,False
225.72,23.25,False,0,Apparel,Afternoon,False
1929.3600000000001,6.616666666666666,True,1,Home,Night,False
186.04,20.883333333333333,True,0,Sports,Afternoon,False
6800.08,16.466666666666665,True,1,Books,Night,True
2937.76,6.016666666666667,False,1,Electronics,Evening,False
611.64,7.75,False,1,Sports,Night,True
2151.88,9.166666666666666,False,1,Food,Evening,False
822.72,14.3,True,1,Sports,Evening,False
2831.6,1.05,False,1,Books,Night,False
456.84,19.316666666666666,True,1,Sports,Evening,True
236.03,18.45,True,1,Apparel,Morning,True
2958.74,22.516666666666666,False,0,Beauty,Evening,False
1160.48,16.083333333333332,False,0,Books,Afternoon,False
411.75,20.95,True,1,Apparel,Night,False
1274.04,25.983333333333334,True,0,Home,Morning,False
363.67,21.033333333333335,True,0,Sports,Night,False
2075.64,20.75,False,1,Food,Afternoon,False
1034.3,28.933333333333334,False,0,Beauty,Afternoon,False
3482.09,15.616666666666667,True,1,Electronics,Afternoon,True
2085.93,15.65,True,1,Apparel,Evening,False
8264.47,21.033333333333335,True,1,Beauty,Evening,True
1413.76,1.8333333333333333,False,1,Apparel,Night,False
3133.2,13.966666666666667,False,1,Electronics,Night,True
659.04,4.966666666666667,False,1,Food,Morning,False
1387.23,29.983333333333334,True,1,Sports,Morning,False
1773.06,18.65,False,1,Toys,Night,False
925.18,0.6,False,1,Home,Evening,False
1311.96,5.983333333333333,False,1,Electronics,Afternoon,False
794.09,15.433333333333334,True,0,Apparel,Night,False
525.76,22.616666666666667,True,0,Sports,Morning,False
4601.24,29.316666666666666,True,1,Books,Evening,False
3104.56,0.4,True,0,Food,Night,False
1703.91,5.5,False,1,Home,Night,False
3642.8,27.483333333333334,True,1,Toys,Evening,False
5039.4,3.1333333333333333,False,0,Home,Night,False
5814.68,6.316666666666666,True,1,Beauty,Evening,False
618.48,17.566666666666666,False,1,Apparel,Afternoon,True
771.6,26.133333333333333,True,1,Sports,Evening,False
891.0,20.283333333333335,True,0,Sports,Evening,False
1229.39,11.533333333333333,False,0,Home,Evening,False
5159.88,29.966666666666665,False,1,Toys,Night,False
601.01,14.183333333333334,False,0,Apparel,Night,False
1681.83,29.983333333333334,False,1,Books,Evening,False
159.45,25.983333333333334,True,0,Sports,Night,False
879.12,19.933333333333334,True,0,Sports,Morning,False
1741.3,22.583333333333332,False,1,Toys,Morning,False
1619.38,28.85,False,0,Electronics,Night,False
2837.66,14.35,True,0,Home,Night,False
6385.48,19.416666666666668,True,1,Home,Evening,True
1299.76,18.516666666666666,True,0,Apparel,Afternoon,False
1093.98,10.816666666666666,False,1,Home,Night,False
1036.44,0.31666666666666665,True,1,Electronics,Morning,False
3334.62,27.216666666666665,True,1,Toys,Evening,False
2700.36,7.683333333333334,False,1,Electronics,Night,False
5050.65,19.4,True,0,Toys,Morning,False
7419.8,13.516666666666667,False,1,Toys,Morning,False
823.99,26.733333333333334,False,0,Beauty,Afternoon,False
834.8,13.583333333333334,True,0,Apparel,Evening,False
5917.75,13.85,True,1,Books,Evening,True
1307.46,29.083333333333332,True,1,Electronics,Afternoon,False
4391.1,6.75,True,1,Beauty,Afternoon,False
779.04,4.283333333333333,True,0,Food,Evening,False
327.64,11.833333333333334,True,0,Electronics,Evening,False
6171.16,13.883333333333333,False,1,Home,Night,True
2972.72,4.733333333333333,False,0,Food,Night,False
791.58,4.083333333333333,False,0,Apparel,Afternoon,False
5905.29,16.55,True,0,Toys,Night,False
2158.32,26.083333333333332,False,0,Apparel,Morning,False
1063.34,8.15,False,1,Toys,Night,False
2766.96,9.766666666666667,True,1,Books,Night,False
3941.6,26.1,True,0,Books,Morning,False
445.18,11.716666666666667,True,1,Food,Afternoon,False
2270.64,14.7,True,0,Food,Morning,False
135.49,21.716666666666665,False,0,Sports,Night,False
870.69,29.483333333333334,False,0,Apparel,Afternoon,False
10200.8,8.316666666666666,True,1,Beauty,Night,True
1994.6999999999998,26.3,True,0,Beauty,Morning,False
1497.35,29.283333333333335,True,1,Beauty,Morning,False
1132.12,5.116666666666666,True,0,Electronics,Night,False
7663.6,3.6166666666666667,False,1,Toys,Evening,True
8074.4400000000005,17.366666666666667,False,1,Home,Evening,True
2268.38,6.783333333333333,True,0,Toys,Morning,False
1731.52,15.933333333333334,True,1,Sports,Morning,False
3838.59,6.183333333333334,False,1,Food,Evening,False
4551.719999999999,0.9833333333333333,True,1,Food,Evening,True
5482.619999999999,13.716666666666667,True,1,Books,Night,True
3447.78,11.733333333333333,False,0,Food,Night,False
1218.8,21.0,False,0,Books,Evening,False
1047.2,1.0166666666666666,False,1,Apparel,Night,False
6605.24,11.983333333333333,False,0,Home,Night,False
3532.74,5.25,True,0,Food,Afternoon,False
63.31,1.0166666666666666,True,0,Sports,Night,False
4301.0,20.25,False,1,Toys,Morning,True
1451.03,2.9833333333333334,True,0,Toys,Night,False
978.54,25.583333333333332,False,0,Sports,Night,False
4565.6,3.6166666666666667,True,1,Apparel,Evening,True
2279.24,21.016666666666666,True,1,Electronics,Morning,False
4440.8099999999995,11.933333333333334,True,1,Toys,Night,False
972.54,16.916666666666668,False,0,Books,Night,False
1058.48,12.766666666666667,True,1,Apparel,Afternoon,False
3800.04,29.183333333333334,True,0,Food,Night,False
545.78,24.533333333333335,True,0,Food,Night,False
1599.62,24.233333333333334,True,1,Apparel,Afternoon,False
739.67,24.8,True,1,Home,Evening,False
338.08,28.733333333333334,False,1,Sports,Night,False
1246.07,20.3,False,1,Apparel,Afternoon,True
4965.8,21.983333333333334,False,1,Home,Morning,False
481.85,14.3,True,1,Sports,Evening,False
1972.96,7.433333333333334,True,1,Electronics,Morning,False
84.93,9.35,True,1,Sports,Morning,False
314.71,20.933333333333334,False,1,Books,Afternoon,False
322.79,13.7,True,1,Books,Night,False
846.1,23.4,False,1,Electronics,Afternoon,False
1553.79,21.083333333333332,False,1,Toys,Afternoon,True
1535.28,29.1,True,1,Home,Afternoon,False
1809.4,28.483333333333334,True,0,Home,Afternoon,False
885.96,13.45,False,0,Home,Evening,False
447.45,26.383333333333333,True,0,Electronics,Night,False
822.0,4.85,True,0,Sports,Morning,False
1335.81,10.916666666666666,False,0,Apparel,Morning,False
319.52,28.166666666666668,True,1,Apparel,Night,False
1983.25,23.766666666666666,False,1,Toys,Morning,False
4034.29,7.633333333333334,True,1,Apparel,Night,True
2019.76,9.9,True,1,Books,Morning,False
3968.6,8.883333333333333,False,0,Beauty,Afternoon,False
377.17,2.8666666666666667,False,1,Books,Morning,False
540.13,27.233333333333334,False,1,Apparel,Night,True
2935.06,6.066666666666666,True,0,Beauty,Night,False
185.24,16.233333333333334,True,1,Apparel,Night,False
5822.49,14.533333333333333,True,1,Toys,Night,True
1671.64,2.1333333333333333,True,1,Books,Night,False
335.67,21.683333333333334,True,1,Books,Evening,False
1034.18,23.7,True,0,Home,Evening,False
734.36,20.833333333333332,False,1,Beauty,Morning,False
2882.38,23.233333333333334,False,0,Toys,Night,False
911.67,19.616666666666667,False,0,Sports,Morning,False
671.9399999999999,21.283333333333335,False,1,Sports,Night,False
2776.8,23.516666666666666,False,1,Beauty,Night,True
2208.82,8.233333333333333,False,0,Food,Evening,False
4632.88,19.233333333333334,True,1,Books,Evening,True
5418.12,1.15,False,1,Toys,Afternoon,True
1619.3,3.316666666666667,False,1,Food,Evening,True
5981.4,16.15,True,1,Home,Afternoon,True
2275.4399999999996,25.183333333333334,True,1,Home,Afternoon,True
379.22,4.15,False,0,Apparel,Afternoon,False
1780.96,15.85,True,0,Home,Afternoon,False
935.8,5.983333333333333,True,0,Food,Afternoon,False
3572.64,13.966666666666667,False,1,Beauty,Morning,True
4234.57,29.75,False,1,Toys,Evening,True
1888.71,9.8,False,0,Toys,Afternoon,False
2284.95,5.65,False,1,Sports,Night,True
939.6600000000001,23.466666666666665,True,0,Food,Evening,False
939.14,17.883333333333333,True,1,Books,Evening,False
12796.17,23.3,False,1,Home,Afternoon,True
876.24,4.933333333333334,False,1,Beauty,Morning,True
7891.16,22.4,False,1,Toys,Afternoon,False
987.71,28.6,True,0,Books,Morning,False
9171.48,5.766666666666667,True,1,Toys,Night,True
5738.700000000001,23.2,False,1,Home,Evening,False
578.62,7.483333333333333,True,1,Home,Night,False
4379.64,25.116666666666667,False,1,Toys,Morning,False
1556.85,18.733333333333334,True,1,Home,Morning,False
4470.36,18.983333333333334,False,1,Home,Night,False
662.48,11.733333333333333,True,0,Books,Morning,False
963.3000000000001,28.783333333333335,True,0,Books,Night,False
422.39,0.55,True,0,Apparel,Evening,False
1107.96,23.433333333333334,True,1,Sports,Night,False
1978.66,2.0,False,1,Beauty,Evening,False
1036.14,7.083333333333333,False,1,Toys,Night,False
3392.28,10.183333333333334,True,1,Electronics,Morning,False
4479.18,27.516666666666666,True,1,Beauty,Night,True
1089.3,7.816666666666666,True,1,Books,Morning,False
2425.26,19.983333333333334,True,1,Beauty,Night,True
3336.04,3.5833333333333335,True,1,Toys,Night,False
5100.889999999999,28.1,True,1,Beauty,Afternoon,True
2661.76,29.883333333333333,True,0,Beauty,Morning,False
1137.96,3.216666666666667,False,0,Food,Afternoon,False
1467.15,2.25,False,1,Apparel,Morning,False
2198.67,3.0166666666666666,False,1,Electronics,Afternoon,False
1846.88,16.5,False,1,Food,Evening,False
6494.530000000001,6.4,True,1,Home,Night,True
3203.94,12.283333333333333,True,0,Beauty,Morning,False
571.07,19.783333333333335,True,1,Books,Morning,False
4529.24,27.116666666666667,True,1,Beauty,Night,False
1560.68,4.8,True,1,Apparel,Morning,False
1673.94,20.816666666666666,True,0,Electronics,Morning,False
1868.52,7.816666666666666,False,1,Electronics,Afternoon,False
1211.02,3.6333333333333333,False,1,Beauty,Morning,False
3396.04,23.683333333333334,True,0,Toys,Evening,False
4423.16,26.05,False,1,Food,Evening,True
3100.88,4.733333333333333,False,1,Beauty,Night,False
3558.2,11.333333333333334,True,1,Home,Morning,False
804.9,0.23333333333333334,True,1,Electronics,Night,True
3998.49,1.4833333333333334,False,1,Beauty,Evening,False
654.83,23.366666666666667,True,0,Apparel,Morning,False
3812.44,16.233333333333334,True,0,Beauty,Morning,False
1630.44,5.133333333333334,True,1,Apparel,Night,False
9040.0,11.15,True,1,Books,Evening,True
1294.0,1.75,False,1,Electronics,Morning,False
7435.76,9.816666666666666,True,1,Toys,Night,True
737.71,25.116666666666667,True,1,Beauty,Evening,False
219.44,21.6,True,1,Food,Night,False
914.84,0.23333333333333334,True,1,Home,Afternoon,False
3740.7,9.483333333333333,True,1,Books,Morning,True
537.07,15.45,True,0,Apparel,Afternoon,False
1634.96,14.733333333333333,True,1,Sports,Evening,False
5117.76,6.233333333333333,False,1,Beauty,Afternoon,False
780.08,24.45,False,1,Sports,Afternoon,False
3438.1499999999996,13.266666666666667,False,0,Home,Evening,False
1596.36,16.783333333333335,False,1,Apparel,Night,False
2215.28,26.3,False,0,Toys,Afternoon,False
9902.08,23.933333333333334,True,1,Toys,Night,True
384.32,20.85,False,0,Electronics,Afternoon,False
2884.02,23.15,True,0,Books,Night,False
2462.94,24.633333333333333,False,1,Beauty,Evening,False
1452.82,18.883333333333333,False,0,Food,Afternoon,False
2114.82,14.016666666666667,False,1,Apparel,Evening,False
1818.33,19.933333333333334,False,1,Electronics,Afternoon,False
268.86,15.883333333333333,False,0,Sports,Evening,False
1968.75,29.066666666666666,True,0,Books,Evening,False
1192.32,0.8666666666666667,False,1,Sports,Afternoon,True
6593.0,29.566666666666666,True,1,Food,Afternoon,False
5969.8,2.6166666666666667,False,1,Apparel,Afternoon,True
450.9,26.55,False,0,Books,Morning,False
421.66,29.666666666666668,True,1,Sports,Night,False
590.06,29.666666666666668,True,1,Apparel,Morning,True
1556.76,20.416666666666668,False,1,Books,Morning,False
2197.35,11.633333333333333,False,1,Beauty,Evening,True
